country,common_name,scientific_name,som_index,som_index_clean
Gambia,Peach Fruit Fly,Bactrocera zonata,0.16968,0.16968
Gambia,Queensland Fruit Fly,Bactrocera tryoni,0.000193,0.000193
Gambia,Sapote Fruit Fly,Anastrepha serpentina,8.82e-05,0.0
Gambia,Zeugodacus Tau,Bactrocera tau,0.021347,0.021347
Georgia(Republic of),Caribbean Fruit Fly,Anastrepha suspensa,0.009485,0.009485
Georgia(Republic of),Guava Fruit Fly,Bactrocera correcta,8.04e-11,0.0
Georgia(Republic of),Mediterranean Fruit Fly,Ceratitis capitata,0.001339,0.001339
Georgia(Republic of),Melon Fruit Fly,Bactrocera cucurbitae,0.034766,0.034766
Georgia(Republic of),Mexican Fruit Fly,Anastrepha ludens,0.000345,0.000345
Georgia(Republic of),Oriental Fruit Fly,Bactrocera dorsalis,1.07e-08,0.0
Georgia(Republic of),Peach Fruit Fly,Bactrocera zonata,5.9e-08,0.0
Georgia(Republic of),Queensland Fruit Fly,Bactrocera tryoni,0.034755,0.034755
Georgia(Republic of),Sapote Fruit Fly,Anastrepha serpentina,0.000346,0.000346
Georgia(Republic of),Zeugodacus Tau,Bactrocera tau,0.034755,0.034755
Germany,Caribbean Fruit Fly,Anastrepha suspensa,0.002122,0.002122
Germany,Guava Fruit Fly,Bactrocera correcta,1.79e-07,0.0
Germany,Mediterranean Fruit Fly,Ceratitis capitata,0.056451,0.056451
Germany,Melon Fruit Fly,Bactrocera cucurbitae,0.002398,0.002398
Germany,Mexican Fruit Fly,Anastrepha ludens,2e-05,0.0
Germany,Oriental Fruit Fly,Bactrocera dorsalis,1.8e-07,0.0
Germany,Peach Fruit Fly,Bactrocera zonata,6.24e-06,0.0
Germany,Queensland Fruit Fly,Bactrocera tryoni,0.002021,0.002021
Germany,Sapote Fruit Fly,Anastrepha serpentina,2.02e-05,0.0
Germany,Zeugodacus Tau,Bactrocera tau,0.002021,0.002021
Ghana,Caribbean Fruit Fly,Anastrepha suspensa,0.000263,0.000263
Ghana,Guava Fruit Fly,Bactrocera correcta,0.004188,0.004188
Ghana,Melon Fruit Fly,Bactrocera cucurbitae,0.55161,0.55161
Ghana,Mexican Fruit Fly,Anastrepha ludens,0.000894,0.000894
Ghana,Oriental Fruit Fly,Bactrocera dorsalis,0.004999,0.004999
Ghana,Peach Fruit Fly,Bactrocera zonata,0.089039,0.089039
Ghana,Queensland Fruit Fly,Bactrocera tryoni,0.000253,0.000253
Ghana,Sapote Fruit Fly,Anastrepha serpentina,0.005135,0.005135
Ghana,Zeugodacus Tau,Bactrocera tau,0.002954,0.002954
Greece,Caribbean Fruit Fly,Anastrepha suspensa,2.27e-06,0.0
Greece,Guava Fruit Fly,Bactrocera correcta,0.000573,0.000573
Greece,Melon Fruit Fly,Bactrocera cucurbitae,0.008679,0.008679
Greece,Mexican Fruit Fly,Anastrepha ludens,4.99e-09,0.0
Greece,Oriental Fruit Fly,Bactrocera dorsalis,0.000585,0.000585
Greece,Peach Fruit Fly,Bactrocera zonata,0.010612,0.010612
Greece,Queensland Fruit Fly,Bactrocera tryoni,1.81e-07,0.0
Greece,Sapote Fruit Fly,Anastrepha serpentina,5.31e-09,0.0
Greece,Zeugodacus Tau,Bactrocera tau,0.000136,0.000136
Guinea,Caribbean Fruit Fly,Anastrepha suspensa,0.000282,0.000282
Guinea,Guava Fruit Fly,Bactrocera correcta,0.008163,0.008163
Guinea,Mexican Fruit Fly,Anastrepha ludens,0.000889,0.000889
Guinea,Oriental Fruit Fly,Bactrocera dorsalis,0.008836,0.008836
Guinea,Peach Fruit Fly,Bactrocera zonata,0.1112,0.1112
Guinea,Queensland Fruit Fly,Bactrocera tryoni,0.000127,0.000127
Guinea,Sapote Fruit Fly,Anastrepha serpentina,0.004159,0.004159
Guinea,Zeugodacus Tau,Bactrocera tau,0.003733,0.003733
Guinea-Bissau,Caribbean Fruit Fly,Anastrepha suspensa,0.021528,0.021528
Guinea-Bissau,Guava Fruit Fly,Bactrocera correcta,4.15e-12,0.0
Guinea-Bissau,Mediterranean Fruit Fly,Ceratitis capitata,0.003227,0.003227
Guinea-Bissau,Melon Fruit Fly,Bactrocera cucurbitae,0.060059,0.060059
Guinea-Bissau,Mexican Fruit Fly,Anastrepha ludens,0.002669,0.002669
Guinea-Bissau,Oriental Fruit Fly,Bactrocera dorsalis,2.24e-07,0.0
Guinea-Bissau,Peach Fruit Fly,Bactrocera zonata,2.35e-07,0.0
Guinea-Bissau,Queensland Fruit Fly,Bactrocera tryoni,0.060055,0.060055
Guinea-Bissau,Sapote Fruit Fly,Anastrepha serpentina,0.002692,0.002692
Guinea-Bissau,Zeugodacus Tau,Bactrocera tau,0.060055,0.060055
Honduras,Caribbean Fruit Fly,Anastrepha suspensa,0.093762,0.093762
Honduras,Guava Fruit Fly,Bactrocera correcta,2.7e-09,0.0
Honduras,Melon Fruit Fly,Bactrocera cucurbitae,0.015118,0.015118
Honduras,Oriental Fruit Fly,Bactrocera dorsalis,0.01315,0.01315
Honduras,Peach Fruit Fly,Bactrocera zonata,0.013159,0.013159
Honduras,Queensland Fruit Fly,Bactrocera tryoni,0.001079,0.001079
Honduras,Zeugodacus Tau,Bactrocera tau,0.001079,0.001079
Hungary,Caribbean Fruit Fly,Anastrepha suspensa,0.002122,0.002122
Hungary,Guava Fruit Fly,Bactrocera correcta,1.79e-07,0.0
Hungary,Mediterranean Fruit Fly,Ceratitis capitata,0.056451,0.056451
Hungary,Melon Fruit Fly,Bactrocera cucurbitae,0.002398,0.002398
Hungary,Mexican Fruit Fly,Anastrepha ludens,2e-05,0.0
Hungary,Oriental Fruit Fly,Bactrocera dorsalis,1.8e-07,0.0
Hungary,Peach Fruit Fly,Bactrocera zonata,6.24e-06,0.0
Hungary,Queensland Fruit Fly,Bactrocera tryoni,0.002021,0.002021
Hungary,Sapote Fruit Fly,Anastrepha serpentina,2.02e-05,0.0
Hungary,Zeugodacus Tau,Bactrocera tau,0.002021,0.002021
India,Caribbean Fruit Fly,Anastrepha suspensa,5.9e-12,0.0
India,Mexican Fruit Fly,Anastrepha ludens,1.29e-11,0.0
India,Queensland Fruit Fly,Bactrocera tryoni,0.096532,0.096532
India,Sapote Fruit Fly,Anastrepha serpentina,9.21e-10,0.0
Indonesia,Caribbean Fruit Fly,Anastrepha suspensa,5.9e-12,0.0
Indonesia,Guava Fruit Fly,Bactrocera correcta,0.36728,0.36728
Indonesia,Mediterranean Fruit Fly,Ceratitis capitata,0.20434,0.20434
Indonesia,Mexican Fruit Fly,Anastrepha ludens,1.29e-11,0.0
Indonesia,Peach Fruit Fly,Bactrocera zonata,0.39612,0.39612
Indonesia,Queensland Fruit Fly,Bactrocera tryoni,0.096532,0.096532
Indonesia,Sapote Fruit Fly,Anastrepha serpentina,9.21e-10,0.0
Iran,Caribbean Fruit Fly,Anastrepha suspensa,1.03e-09,0.0
Iran,Guava Fruit Fly,Bactrocera correcta,0.14597,0.14597
Iran,Mexican Fruit Fly,Anastrepha ludens,1.04e-11,0.0
Iran,Oriental Fruit Fly,Bactrocera dorsalis,0.17739,0.17739
Iran,Queensland Fruit Fly,Bactrocera tryoni,0.001239,0.001239
Iran,Sapote Fruit Fly,Anastrepha serpentina,6.24e-11,0.0
Iran,Zeugodacus Tau,Bactrocera tau,0.062486,0.062486
Iraq,Caribbean Fruit Fly,Anastrepha suspensa,0.0028125,0.0028125
Iraq,Guava Fruit Fly,Bactrocera correcta,0.00043013,0.00043013
Iraq,Mediterranean Fruit Fly,Ceratitis capitata,0.22314,0.22314
Iraq,Melon Fruit Fly,Bactrocera cucurbitae,0.04965,0.04965
Iraq,Mexican Fruit Fly,Anastrepha ludens,0.00011927,0.00011927
Iraq,Oriental Fruit Fly,Bactrocera dorsalis,0.00043516,0.00043516
Iraq,Peach Fruit Fly,Bactrocera zonata,0.0037809,0.0037809
Iraq,Queensland Fruit Fly,Bactrocera tryoni,0.00013345,0.00013345
Iraq,Sapote Fruit Fly,Anastrepha serpentina,0.00012865,0.00012865
Iraq,Zeugodacus Tau,Bactrocera tau,0.00027209,0.00027209
Israel,Caribbean Fruit Fly,Anastrepha suspensa,1.03e-09,0.0
Israel,Guava Fruit Fly,Bactrocera correcta,0.14597,0.14597
Israel,Melon Fruit Fly,Bactrocera cucurbitae,0.43539,0.43539
Israel,Mexican Fruit Fly,Anastrepha ludens,1.04e-11,0.0
Israel,Oriental Fruit Fly,Bactrocera dorsalis,0.17739,0.17739
Israel,Queensland Fruit Fly,Bactrocera tryoni,0.001239,0.001239
Israel,Sapote Fruit Fly,Anastrepha serpentina,6.24e-11,0.0
Israel,Zeugodacus Tau,Bactrocera tau,0.062486,0.062486
Italy,Caribbean Fruit Fly,Anastrepha suspensa,1.4e-08,0.0
Italy,Guava Fruit Fly,Bactrocera correcta,0.00019,0.00019
Italy,Melon Fruit Fly,Bactrocera cucurbitae,0.004983,0.004983
Italy,Mexican Fruit Fly,Anastrepha ludens,6.91e-12,0.0
Italy,Oriental Fruit Fly,Bactrocera dorsalis,0.000194,0.000194
Italy,Peach Fruit Fly,Bactrocera zonata,0.009318,0.009318
Italy,Queensland Fruit Fly,Bactrocera tryoni,1.47e-08,0.0
Italy,Sapote Fruit Fly,Anastrepha serpentina,7.33e-12,0.0
Italy,Zeugodacus Tau,Bactrocera tau,2.96e-05,0.0
Jamaica,Guava Fruit Fly,Bactrocera correcta,5.86e-08,0.0
Jamaica,Mediterranean Fruit Fly,Ceratitis capitata,0.18698,0.18698
Jamaica,Melon Fruit Fly,Bactrocera cucurbitae,0.026359,0.026359
Jamaica,Mexican Fruit Fly,Anastrepha ludens,0.093848,0.093848
Jamaica,Oriental Fruit Fly,Bactrocera dorsalis,0.000157,0.000157
Jamaica,Peach Fruit Fly,Bactrocera zonata,0.000195,0.000195
Jamaica,Queensland Fruit Fly,Bactrocera tryoni,0.023344,0.023344
Jamaica,Sapote Fruit Fly,Anastrepha serpentina,0.098799,0.098799
Jamaica,Zeugodacus Tau,Bactrocera tau,0.023344,0.023344
Janpan,Caribbean Fruit Fly,Anastrepha suspensa,2.01e-08,0.0
Janpan,Mediterranean Fruit Fly,Ceratitis capitata,0.23586,0.23586
Janpan,Mexican Fruit Fly,Anastrepha ludens,4.93e-09,0.0
Janpan,Oriental Fruit Fly,Bactrocera dorsalis,0.59769,0.59769
Janpan,Peach Fruit Fly,Bactrocera zonata,0.68189,0.68189
Janpan,Queensland Fruit Fly,Bactrocera tryoni,0.023347,0.023347
Janpan,Sapote Fruit Fly,Anastrepha serpentina,9.43e-08,0.0
Janpan,Zeugodacus Tau,Bactrocera tau,0.37165,0.37165
Jordan,Caribbean Fruit Fly,Anastrepha suspensa,7.93e-10,0.0
Jordan,Guava Fruit Fly,Bactrocera correcta,0.019441,0.019441
Jordan,Melon Fruit Fly,Bactrocera cucurbitae,0.12915,0.12915
Jordan,Mexican Fruit Fly,Anastrepha ludens,1.75e-12,0.0
Jordan,Oriental Fruit Fly,Bactrocera dorsalis,0.021373,0.021373
Jordan,Peach Fruit Fly,Bactrocera zonata,0.2293,0.2293
Jordan,Queensland Fruit Fly,Bactrocera tryoni,2.87e-05,0.0
Jordan,Sapote Fruit Fly,Anastrepha serpentina,3.76e-12,0.0
Jordan,Zeugodacus Tau,Bactrocera tau,0.004663,0.004663
Kazakhstan,Caribbean Fruit Fly,Anastrepha suspensa,0.002122,0.002122
Kazakhstan,Guava Fruit Fly,Bactrocera correcta,1.79e-07,0.0
Kazakhstan,Mediterranean Fruit Fly,Ceratitis capitata,0.056451,0.056451
Kazakhstan,Melon Fruit Fly,Bactrocera cucurbitae,0.002398,0.002398
Kazakhstan,Mexican Fruit Fly,Anastrepha ludens,2e-05,0.0
Kazakhstan,Oriental Fruit Fly,Bactrocera dorsalis,1.8e-07,0.0
Kazakhstan,Peach Fruit Fly,Bactrocera zonata,6.24e-06,0.0
Kazakhstan,Queensland Fruit Fly,Bactrocera tryoni,0.002021,0.002021
Kazakhstan,Sapote Fruit Fly,Anastrepha serpentina,2.02e-05,0.0
Kazakhstan,Zeugodacus Tau,Bactrocera tau,0.002021,0.002021
Kenya,Caribbean Fruit Fly,Anastrepha suspensa,0.000263,0.000263
Kenya,Guava Fruit Fly,Bactrocera correcta,0.004188,0.004188
Kenya,Mexican Fruit Fly,Anastrepha ludens,0.000894,0.000894
Kenya,Oriental Fruit Fly,Bactrocera dorsalis,0.004999,0.004999
Kenya,Peach Fruit Fly,Bactrocera zonata,0.089039,0.089039
Kenya,Queensland Fruit Fly,Bactrocera tryoni,0.000253,0.000253
Kenya,Sapote Fruit Fly,Anastrepha serpentina,0.005135,0.005135
Kenya,Zeugodacus Tau,Bactrocera tau,0.002954,0.002954
"Korea, Republic of",Caribbean Fruit Fly,Anastrepha suspensa,0.021528,0.021528
"Korea, Republic of",Guava Fruit Fly,Bactrocera correcta,4.15e-12,0.0
"Korea, Republic of",Mediterranean Fruit Fly,Ceratitis capitata,0.003227,0.003227
"Korea, Republic of",Melon Fruit Fly,Bactrocera cucurbitae,0.060059,0.060059
"Korea, Republic of",Mexican Fruit Fly,Anastrepha ludens,0.002669,0.002669
"Korea, Republic of",Oriental Fruit Fly,Bactrocera dorsalis,2.24e-07,0.0
"Korea, Republic of",Peach Fruit Fly,Bactrocera zonata,2.35e-07,0.0
"Korea, Republic of",Queensland Fruit Fly,Bactrocera tryoni,0.060055,0.060055
"Korea, Republic of",Sapote Fruit Fly,Anastrepha serpentina,0.002692,0.002692
"Korea, Republic of",Zeugodacus Tau,Bactrocera tau,0.060055,0.060055
Kyrgyzstan,Caribbean Fruit Fly,Anastrepha suspensa,0.009485,0.009485
Kyrgyzstan,Guava Fruit Fly,Bactrocera correcta,8.04e-11,0.0
Kyrgyzstan,Mediterranean Fruit Fly,Ceratitis capitata,0.001339,0.001339
Kyrgyzstan,Melon Fruit Fly,Bactrocera cucurbitae,0.034766,0.034766
Kyrgyzstan,Mexican Fruit Fly,Anastrepha ludens,0.000345,0.000345
Kyrgyzstan,Oriental Fruit Fly,Bactrocera dorsalis,1.07e-08,0.0
Kyrgyzstan,Peach Fruit Fly,Bactrocera zonata,5.9e-08,0.0
Kyrgyzstan,Queensland Fruit Fly,Bactrocera tryoni,0.034755,0.034755
Kyrgyzstan,Sapote Fruit Fly,Anastrepha serpentina,0.000346,0.000346
Kyrgyzstan,Zeugodacus Tau,Bactrocera tau,0.034755,0.034755
Laos,Caribbean Fruit Fly,Anastrepha suspensa,4.61e-11,0.0
Laos,Guava Fruit Fly,Bactrocera correcta,0.40119,0.40119
Laos,Mediterranean Fruit Fly,Ceratitis capitata,0.17951,0.17951
Laos,Mexican Fruit Fly,Anastrepha ludens,1.51e-11,0.0
Laos,Queensland Fruit Fly,Bactrocera tryoni,0.057312,0.057312
Laos,Sapote Fruit Fly,Anastrepha serpentina,9e-10,0.0
Latvia,Caribbean Fruit Fly,Anastrepha suspensa,0.009485,0.009485
Latvia,Guava Fruit Fly,Bactrocera correcta,8.04e-11,0.0
Latvia,Mediterranean Fruit Fly,Ceratitis capitata,0.001339,0.001339
Latvia,Melon Fruit Fly,Bactrocera cucurbitae,0.034766,0.034766
Latvia,Mexican Fruit Fly,Anastrepha ludens,0.000345,0.000345
Latvia,Oriental Fruit Fly,Bactrocera dorsalis,1.07e-08,0.0
Latvia,Peach Fruit Fly,Bactrocera zonata,5.9e-08,0.0
Latvia,Queensland Fruit Fly,Bactrocera tryoni,0.034755,0.034755
Latvia,Sapote Fruit Fly,Anastrepha serpentina,0.000346,0.000346
Latvia,Zeugodacus Tau,Bactrocera tau,0.034755,0.034755
Lebanon,Caribbean Fruit Fly,Anastrepha suspensa,2.54e-10,0.0
Lebanon,Guava Fruit Fly,Bactrocera correcta,0.0011658,0.0011658
Lebanon,Melon Fruit Fly,Bactrocera cucurbitae,0.02164,0.02164
Lebanon,Mexican Fruit Fly,Anastrepha ludens,1.25e-13,0.0
Lebanon,Oriental Fruit Fly,Bactrocera dorsalis,0.0012162,0.0012162
Lebanon,Peach Fruit Fly,Bactrocera zonata,0.041599,0.041599
Lebanon,Queensland Fruit Fly,Bactrocera tryoni,2.78e-07,0.0
Lebanon,Sapote Fruit Fly,Anastrepha serpentina,1.57e-13,0.0
Lebanon,Zeugodacus Tau,Bactrocera tau,0.00016385,0.00016385
Lithuania,Caribbean Fruit Fly,Anastrepha suspensa,0.009485,0.009485
Lithuania,Guava Fruit Fly,Bactrocera correcta,8.04e-11,0.0
Lithuania,Mediterranean Fruit Fly,Ceratitis capitata,0.001339,0.001339
Lithuania,Melon Fruit Fly,Bactrocera cucurbitae,0.034766,0.034766
Lithuania,Mexican Fruit Fly,Anastrepha ludens,0.000345,0.000345
Lithuania,Oriental Fruit Fly,Bactrocera dorsalis,1.07e-08,0.0
Lithuania,Peach Fruit Fly,Bactrocera zonata,5.9e-08,0.0
Lithuania,Queensland Fruit Fly,Bactrocera tryoni,0.034755,0.034755
Lithuania,Sapote Fruit Fly,Anastrepha serpentina,0.000346,0.000346
Lithuania,Zeugodacus Tau,Bactrocera tau,0.034755,0.034755
Madagascar,Caribbean Fruit Fly,Anastrepha suspensa,0.001186,0.001186
Madagascar,Guava Fruit Fly,Bactrocera correcta,0.008614,0.008614
Madagascar,Melon Fruit Fly,Bactrocera cucurbitae,0.475,0.475
Madagascar,Mexican Fruit Fly,Anastrepha ludens,0.001,0.001
Madagascar,Oriental Fruit Fly,Bactrocera dorsalis,0.008951,0.008951
Madagascar,Peach Fruit Fly,Bactrocera zonata,0.085408,0.085408
Madagascar,Queensland Fruit Fly,Bactrocera tryoni,3.32e-05,0.0
Madagascar,Sapote Fruit Fly,Anastrepha serpentina,0.002278,0.002278
Madagascar,Zeugodacus Tau,Bactrocera tau,0.003227,0.003227
Malawi,Caribbean Fruit Fly,Anastrepha suspensa,0.000263,0.000263
Malawi,Guava Fruit Fly,Bactrocera correcta,0.004188,0.004188
Malawi,Melon Fruit Fly,Bactrocera cucurbitae,0.55161,0.55161
Malawi,Mexican Fruit Fly,Anastrepha ludens,0.000894,0.000894
Malawi,Oriental Fruit Fly,Bactrocera dorsalis,0.004999,0.004999
Malawi,Peach Fruit Fly,Bactrocera zonata,0.089039,0.089039
Malawi,Queensland Fruit Fly,Bactrocera tryoni,0.000253,0.000253
Malawi,Sapote Fruit Fly,Anastrepha serpentina,0.005135,0.005135
Malawi,Zeugodacus Tau,Bactrocera tau,0.002954,0.002954
Malaysia,Caribbean Fruit Fly,Anastrepha suspensa,5.9e-12,0.0
Malaysia,Guava Fruit Fly,Bactrocera correcta,0.36728,0.36728
Malaysia,Mediterranean Fruit Fly,Ceratitis capitata,0.20434,0.20434
Malaysia,Mexican Fruit Fly,Anastrepha ludens,1.29e-11,0.0
Malaysia,Oriental Fruit Fly,Bactrocera dorsalis,0.58091,0.58091
Malaysia,Peach Fruit Fly,Bactrocera zonata,0.39612,0.39612
Malaysia,Queensland Fruit Fly,Bactrocera tryoni,0.096532,0.096532
Malaysia,Sapote Fruit Fly,Anastrepha serpentina,9.21e-10,0.0
Mali,Caribbean Fruit Fly,Anastrepha suspensa,0.001186,0.001186
Mali,Guava Fruit Fly,Bactrocera correcta,0.008614,0.008614
Mali,Mexican Fruit Fly,Anastrepha ludens,0.001,0.001
Mali,Oriental Fruit Fly,Bactrocera dorsalis,0.008951,0.008951
Mali,Peach Fruit Fly,Bactrocera zonata,0.085408,0.085408
Mali,Queensland Fruit Fly,Bactrocera tryoni,3.32e-05,0.0
Mali,Sapote Fruit Fly,Anastrepha serpentina,0.002278,0.002278
Mali,Zeugodacus Tau,Bactrocera tau,0.003227,0.003227
Malta,Caribbean Fruit Fly,Anastrepha suspensa,2.54e-10,0.0
Malta,Guava Fruit Fly,Bactrocera correcta,0.001166,0.001166
Malta,Melon Fruit Fly,Bactrocera cucurbitae,0.02164,0.02164
Malta,Mexican Fruit Fly,Anastrepha ludens,1.25e-13,0.0
Malta,Oriental Fruit Fly,Bactrocera dorsalis,0.001216,0.001216
Malta,Peach Fruit Fly,Bactrocera zonata,0.041599,0.041599
Malta,Queensland Fruit Fly,Bactrocera tryoni,2.78e-07,0.0
Malta,Sapote Fruit Fly,Anastrepha serpentina,1.57e-13,0.0
Malta,Zeugodacus Tau,Bactrocera tau,0.000164,0.000164
Mauritius,Caribbean Fruit Fly,Anastrepha suspensa,1.15e-05,0.0
Mauritius,Guava Fruit Fly,Bactrocera correcta,0.05515,0.05515
Mauritius,Mexican Fruit Fly,Anastrepha ludens,3.64e-05,0.0
Mauritius,Oriental Fruit Fly,Bactrocera dorsalis,0.064999,0.064999
Mauritius,Queensland Fruit Fly,Bactrocera tryoni,0.00328,0.00328
Mauritius,Sapote Fruit Fly,Anastrepha serpentina,0.000346,0.000346
Mauritius,Zeugodacus Tau,Bactrocera tau,0.040943,0.040943
Mexico,Caribbean Fruit Fly,Anastrepha suspensa,0.10162,0.10162
Mexico,Guava Fruit Fly,Bactrocera correcta,1.04e-09,0.0
Mexico,Mediterranean Fruit Fly,Ceratitis capitata,0.86799,0.86799
Mexico,Melon Fruit Fly,Bactrocera cucurbitae,0.10149,0.10149
Mexico,Oriental Fruit Fly,Bactrocera dorsalis,0.10036,0.10036
Mexico,Peach Fruit Fly,Bactrocera zonata,0.10037,0.10037
Mexico,Queensland Fruit Fly,Bactrocera tryoni,3.74e-07,0.0
Mexico,Zeugodacus Tau,Bactrocera tau,3.74e-07,0.0
Moldova,Caribbean Fruit Fly,Anastrepha suspensa,0.002122,0.002122
Moldova,Guava Fruit Fly,Bactrocera correcta,1.79e-07,0.0
Moldova,Mediterranean Fruit Fly,Ceratitis capitata,0.056451,0.056451
Moldova,Melon Fruit Fly,Bactrocera cucurbitae,0.002398,0.002398
Moldova,Mexican Fruit Fly,Anastrepha ludens,2e-05,0.0
Moldova,Oriental Fruit Fly,Bactrocera dorsalis,1.8e-07,0.0
Moldova,Peach Fruit Fly,Bactrocera zonata,6.24e-06,0.0
Moldova,Queensland Fruit Fly,Bactrocera tryoni,0.002021,0.002021
Moldova,Sapote Fruit Fly,Anastrepha serpentina,2.02e-05,0.0
Moldova,Zeugodacus Tau,Bactrocera tau,0.002021,0.002021
Mongolia,Caribbean Fruit Fly,Anastrepha suspensa,0.0028125,0.0028125
Mongolia,Guava Fruit Fly,Bactrocera correcta,0.00043013,0.00043013
Mongolia,Mediterranean Fruit Fly,Ceratitis capitata,0.22314,0.22314
Mongolia,Melon Fruit Fly,Bactrocera cucurbitae,0.04965,0.04965
Mongolia,Mexican Fruit Fly,Anastrepha ludens,0.00011927,0.00011927
Mongolia,Oriental Fruit Fly,Bactrocera dorsalis,0.00043516,0.00043516
Mongolia,Peach Fruit Fly,Bactrocera zonata,0.0037809,0.0037809
Mongolia,Queensland Fruit Fly,Bactrocera tryoni,0.00013345,0.00013345
Mongolia,Sapote Fruit Fly,Anastrepha serpentina,0.00012865,0.00012865
Mongolia,Zeugodacus Tau,Bactrocera tau,0.00027209,0.00027209
Morocco,Caribbean Fruit Fly,Anastrepha suspensa,2.54e-10,0.0
Morocco,Guava Fruit Fly,Bactrocera correcta,0.0011658,0.0011658
Morocco,Melon Fruit Fly,Bactrocera cucurbitae,0.02164,0.02164
Morocco,Mexican Fruit Fly,Anastrepha ludens,1.25e-13,0.0
Morocco,Oriental Fruit Fly,Bactrocera dorsalis,0.0012162,0.0012162
Morocco,Peach Fruit Fly,Bactrocera zonata,0.041599,0.041599
Morocco,Queensland Fruit Fly,Bactrocera tryoni,2.78e-07,0.0
Morocco,Sapote Fruit Fly,Anastrepha serpentina,1.57e-13,0.0
Morocco,Zeugodacus Tau,Bactrocera tau,0.00016385,0.00016385
Mozambique,Caribbean Fruit Fly,Anastrepha suspensa,0.003718,0.003718
Mozambique,Guava Fruit Fly,Bactrocera correcta,0.000518,0.000518
Mozambique,Mediterranean Fruit Fly,Ceratitis capitata,0.87993,0.87993
Mozambique,Melon Fruit Fly,Bactrocera cucurbitae,0.42476,0.42476
Mozambique,Mexican Fruit Fly,Anastrepha ludens,0.014689,0.014689
Mozambique,Oriental Fruit Fly,Bactrocera dorsalis,0.003828,0.003828
Mozambique,Peach Fruit Fly,Bactrocera zonata,0.042809,0.042809
Mozambique,Queensland Fruit Fly,Bactrocera tryoni,8.29e-06,0.0
Mozambique,Sapote Fruit Fly,Anastrepha serpentina,0.055387,0.055387
Mozambique,Zeugodacus Tau,Bactrocera tau,0.000229,0.000229
Nepal,Caribbean Fruit Fly,Anastrepha suspensa,2.01e-08,0.0
Nepal,Mediterranean Fruit Fly,Ceratitis capitata,0.23586,0.23586
Nepal,Mexican Fruit Fly,Anastrepha ludens,4.93e-09,0.0
Nepal,Queensland Fruit Fly,Bactrocera tryoni,0.023347,0.023347
Nepal,Sapote Fruit Fly,Anastrepha serpentina,9.43e-08,0.0
Nepal,Zeugodacus Tau,Bactrocera tau,0.37165,0.37165
Netherlands,Caribbean Fruit Fly,Anastrepha suspensa,0.015942,0.015942
Netherlands,Guava Fruit Fly,Bactrocera correcta,3.6e-08,0.0
Netherlands,Mediterranean Fruit Fly,Ceratitis capitata,0.014058,0.014058
Netherlands,Melon Fruit Fly,Bactrocera cucurbitae,0.014463,0.014463
Netherlands,Mexican Fruit Fly,Anastrepha ludens,0.000624,0.000624
Netherlands,Oriental Fruit Fly,Bactrocera dorsalis,8.84e-08,0.0
Netherlands,Peach Fruit Fly,Bactrocera zonata,4.93e-06,0.0
Netherlands,Queensland Fruit Fly,Bactrocera tryoni,0.014042,0.014042
Netherlands,Sapote Fruit Fly,Anastrepha serpentina,0.000631,0.000631
Netherlands,Zeugodacus Tau,Bactrocera tau,0.014042,0.014042
New Zealand,Caribbean Fruit Fly,Anastrepha suspensa,0.021528,0.021528
New Zealand,Guava Fruit Fly,Bactrocera correcta,4.15e-12,0.0
New Zealand,Mediterranean Fruit Fly,Ceratitis capitata,0.003227,0.003227
New Zealand,Melon Fruit Fly,Bactrocera cucurbitae,0.060059,0.060059
New Zealand,Mexican Fruit Fly,Anastrepha ludens,0.002669,0.002669
New Zealand,Oriental Fruit Fly,Bactrocera dorsalis,2.24e-07,0.0
New Zealand,Peach Fruit Fly,Bactrocera zonata,2.35e-07,0.0
